date,company_id,price,date_created
2020-05-04,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,205.26,2020-05-04 16:01:52.9300000
2020-05-05,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,207.07,2020-05-05 16:01:49.9500000
2020-05-06,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,208.47,2020-05-06 16:01:54.3333333
2020-05-07,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,211.26,2020-05-07 16:01:35.4966667
2020-05-08,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,212.35,2020-05-08 16:02:31.1900000
2020-05-11,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,213.18,2020-05-11 16:01:50.0000000
2020-05-12,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,210.1,2020-05-12 16:02:27.9100000
2020-05-13,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,205.1,2020-05-13 16:01:32.5233333
2020-05-14,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,206.81,2020-05-14 16:01:49.1100000
2020-05-15,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,210.88,2020-05-15 16:02:20.2666667
2020-05-18,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,213.19,2020-05-18 16:02:08.1500000
2020-05-19,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,216.88,2020-05-19 16:01:39.6066667
2020-05-20,8ACBC59A-0EC5-42D1-9F7B-6D31ABD4421E,229.97,2020-05-20 16:01:55.2966667
